,Report Snapshot Date,Licensee Name,Program Type Desc,Region Display Name,CMSM DSSAB Name,Child Care Center Name,Licence Number,Program Option,Original Issue Date,Licence Status,Closure or Termination Date,Language of Service Desc,Street Number,Street Name,Street Type,City,Province,Postal Code,
96,2020-02-29,1686768 ONTARIO INC.,Child Care Centre,East Region,City of Ottawa,Cornerstone Montessori Ottawa,4338,Full Day(6 hours or more in a day),2007-09-05,Inactive,2014-07-09,English,3773,Jockvale,Road,Ottawa,ON,K2C 3H1,
97,2020-02-29,1694293 Ontario Inc.,Child Care Centre,West Region,City of Hamilton,Birch Avenue Child Care Centre,4113,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2007-02-14,Inactive,2016-07-11,English,138,Birch,Avenue,Hamilton,ON,L8L 6H7,
98,2020-02-29,1701470 Ontario Inc. Treasure Chest Nursery School,Child Care Centre,North Region,County of Simcoe,Treasure Chest Nursery School,4090,"Full Day(6 hours or more in a day), After school",2007-01-15,Inactive,2014-03-13,English,110,Little,Avenue,Barrie,ON,L4N 4K8,
99,2020-02-29,1716955 Ontario Inc.,Child Care Centre,Southwest Region,City of Brantford,Higher Learning Montessori Preschool Paris site,57517,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2019-01-24,Inactive,2020-01-24,English,8,Silver,Street,Paris,ON,N3L 1T6,
100,2020-02-29,1716955 Ontario Inc.,Child Care Centre,West Region,City of Hamilton,Higher Learning Montessori Preschool,5285,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2010-02-03,Active,,English,211,Stonehenge,Drive,Ancaster,ON,L9K 1R4,
101,2020-02-29,1726201 ONTARIO INC.,Child Care Centre,Southwest Region,City of London,SOUTHDALE DAY CARE CENTRE,6392,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1980-07-30,Inactive,2018-02-20,English,456,Southdale,Road,London,ON,N6E 1A3,
102,2020-02-29,1737165 Ontario Inc O/A Small Wunders,Child Care Centre,West Region,Regional Municipality of Halton,Small Wunders Child Care,5247,Full Day(6 hours or more in a day),2009-12-10,Active,,English,5353,Lakeshore,Road,Burlington,ON,L7L 1C8,
103,2020-02-29,1743605 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Halton,The Village Montessori,5170,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2009-09-14,Active,,English,533,Main,Street,Glen Williams,ON,L7G 3T1,
104,2020-02-29,1747137 Ontario Inc.,Child Care Centre,Central East Region,City of Toronto,Sunshine Montessori School - North York,56385,"Full Day(6 hours or more in a day), Before school, After school",2015-12-31,Inactive,2018-03-16,English,2,Nobert,Road,Scarborough,ON,M1T 1C1,
105,2020-02-29,1749706 Ontario Inc.,Child Care Centre,Central West Region,Regional Municipality of Peel,Just For Kids Early Learning Centre,4541,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2008-03-27,Inactive,,English,9-3088,Mayfield,Road,Brampton,ON,L6Z 4P8,
106,2020-02-29,1763098 ONTARIO INC.,Child Care Centre,East Region,County of Renfrew,Child's Paradise Day Care Centre,5024,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school",2009-07-15,Inactive,2018-03-29,English,450,O'Brien,Road,Renfrew,ON,K7V 3Z2,
107,2020-02-29,1767064 Ontario Inc. / Tammy Kean,Child Care Centre,North Region,County of Grey,Tammy's Learning Centre (TLC),1063,"Full Day(6 hours or more in a day), Before school",2000-08-24,Inactive,2015-07-24,English,210,Denmark,Street,Meaford,ON,N4L 1C2,
108,2020-02-29,1767064 Ontario Inc. / Tammy Kean,Child Care Centre,North Region,County of Grey,Tammy's School-age Program,6394,"Before school, After school",2012-10-26,Inactive,2015-02-05,English,34,Trowbridge,Street,Meaford,ON,N4L 1A5,
109,2020-02-29,1784589 Ontario Limited,Child Care Centre,West Region,Regional Municipality of Niagara,Kinder Academy Education Center,57807,Half day(Less than 6 hours in a day),2019-08-30,Active,,English,4465,Drummond,Road,Niagara Falls,ON,L2E 6C5,
110,2020-02-29,1786174 Ontario Inc.,Child Care Centre,East Region,County of Renfrew,Pineridge Children's Centre,57914,"Full Day(6 hours or more in a day), Before school, After school",2020-01-16,Active,,English,32,Ewen,Street,Arnprior,ON,K7S 2B2,
111,2020-02-29,1799720 Ontario Inc.,Child Care Centre,East Region,City of Ottawa,Monkey Around Play & Learn Centre,6026,Full Day(6 hours or more in a day),2012-03-27,Active,,English,7-1650,Queensdale,Avenue,Ottawa,ON,K1T 1N8,
112,2020-02-29,1813106 ONTARIO LIMITED,Child Care Centre,West Region,Regional Municipality of Halton,ANGELIC TREASURES CHRISTIAN CHILDCARE CENTRE II,5509,Full Day(6 hours or more in a day),2010-09-07,Inactive,,English,2054,Mountainside,Drive,Burlington,ON,L7P 1A8,
113,2020-02-29,1816827 Ontario Limited,Child Care Centre,Central North Region,Regional Municipality of York,Galaxy Montessori,5561,Full Day(6 hours or more in a day),2010-11-25,Active,,English,130,Tower Hill,Road,Richmond Hill,ON,L4E 4K6,
114,2020-02-29,1823845 Ontario Inc.,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,OXFORD LITTLE READERS ACADEMY - WATERLOO,1726,Half day(Less than 6 hours in a day),2002-08-20,Inactive,2016-02-25,English,10,Fischer-Hallman,Road,Waterloo,ON,N2L 2X3,
115,2020-02-29,1824090 Ontario INC.,Home Child Care Agency,Central North Region,Regional Municipality of York,1824090 Ontario Inc.,57215,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2018-07-10,Active,,"Russian, English, Other",8500,Leslie,Street,Markham,ON,L3T 7M8,
116,2020-02-29,1831594 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Halton,Kinderhuis Montessori,5558,Full Day(6 hours or more in a day),2011-09-16,Active,,English,785,Pacific,Road,Oakville,ON,L6L 6M3,
117,2020-02-29,1845287 Ontario Ltd.,Child Care Centre,Central North Region,Regional Municipality of York,Gan Shelanu Jewish Israeli Daycare,6017,Full Day(6 hours or more in a day),2012-03-09,Active,,"Hebrew, English, Other",1118,Centre,Street,Thornhill,ON,L4J 7R9,
118,2020-02-29,1849559 Ontario Inc.,Child Care Centre,Southwest Region,City of Brantford,Harmony School of Education and Fine Arts,6289,Full Day(6 hours or more in a day),2012-09-04,Inactive,2014-12-17,English,2,Darling,Street,Brantford,ON,N3T 2J8,
119,2020-02-29,1853099 Ontario Inc./ Little House Montessori School,Child Care Centre,North Region,County of Simcoe,Little House Montessori School,6149,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2012-09-01,Active,,English,140,Maple,Street,Collingwood,ON,L9Y 2P8,
120,2020-02-29,1857361 Ontario Ltd,Child Care Centre,Central North Region,Regional Municipality of York,First Academy,6441,Full Day(6 hours or more in a day),2013-03-01,Active,,English,131,John Button,Boulevard,Markham,ON,L3R 9C2,
121,2020-02-29,1861729 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Fairy Glen Day Care - C.E.Broughton,56890,"Full Day(6 hours or more in a day), Before school, After school",2017-08-13,Active,,English,80,Crawforth,Street,Whitby,ON,L1N 9L6,
122,2020-02-29,1861729 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Fairy Glen Day Care - Northern Dancer,57324,"Full Day(6 hours or more in a day), Before school, After school",2018-08-31,Active,,English,2200,Bridle,Road,Oshawa,ON,L1L 0L5,
123,2020-02-29,1861729 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Fairy Glen Day Care Care Centre - Jeanne Sauve,56586,"Before school, After school",2016-09-01,Active,,English,950,Coldstream,Drive,Oshawa,ON,L1K 0J6,
124,2020-02-29,1861729 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Fairy Glen Day Care Centre,1374,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2001-09-04,Inactive,2014-11-10,English,728,Anderson,Street,Whitby,ON,L1N 3V6,
125,2020-02-29,1861729 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Fairy Glen Day Care Centre,55499,"Full Day(6 hours or more in a day), Before school, After school",2014-08-26,Active,,English,173,Crawforth,Street,Whitby,ON,L1N 3S4,
126,2020-02-29,1861729 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Fairy Glen Day Care Centre - Pierre Elliott Trudeau,55451,"Before school, After school",2014-08-19,Active,,English,1111,Beatrice,Street,Oshawa,ON,L1K 2S7,
127,2020-02-29,1861729 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Fairy Glen Day Care Centre - Pringle Creek,6294,"Before school, After school",2012-09-04,Active,,English,80,Ribblesdale,Drive,Whitby,ON,L1N 8M1,
128,2020-02-29,1861729 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Fairy Glen Seneca Trail,6717,"Before school, After school",2013-08-27,Active,,English,1915,Queensbury,Drive,Oshawa,ON,L1N 8M1,
129,2020-02-29,1863594 Ontario Inc.o/a Up and Children's Learning Centres,Child Care Centre,Central East Region,City of Toronto,Angelic Treasures Christian Daycare Gordon Baker,55232,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2013-12-30,Active,,English,155,Gordon Baker,Road,Toronto,ON,M2H 3N7,
130,2020-02-29,1864149 Ontario Inc.,Child Care Centre,Central West Region,Regional Municipality of Peel,Absolute Angels II Daycare,6436,Full Day(6 hours or more in a day),2013-07-31,Active,,English,10635,Creditview,Road,Brampton,ON,L6V 1A1,
131,2020-02-29,1865522 Ontario Inc.,Child Care Centre,Southwest Region,City of London,BYRON WOODS MONTESSORI SCHOOL,6111,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2012-07-02,Active,,English,1468,Commissioners,Road,London,ON,N6K 1E6,
132,2020-02-29,1865522 Ontario Inc.,Child Care Centre,Southwest Region,City of London,North Woods Montessori School,56650,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2016-10-19,Active,,English,193,Homestead,Crescent,London,ON,N6G 2E6,
133,2020-02-29,1872338 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Niagara,Pathways Academy & Early Learning Centre,56940,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2017-08-24,Active,,English,6642,St. Thomas More,Drive,Niagara Falls,ON,L2G 5N4,
134,2020-02-29,1872338 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Niagara,Pathways Academy and Early Learning Centre,6427,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2013-01-09,Inactive,2017-10-20,English,5971,Dorchester,Road,Niagara Falls,ON,L2G 5S8,
135,2020-02-29,1876531 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Halton,Wee Care Educational Services,6381,Full Day(6 hours or more in a day),2012-09-28,Active,,English,1010,Downsview,Drive,Burlington,ON,L7T 4H8,
136,2020-02-29,1880509 Ontario Inc.,Child Care Centre,East Region,City of Kingston,Bayridge B&A (at Creekford),57055,"Before school, After school",2017-11-28,Active,,English,2845,Creekford,Road,Kingston,ON,K7P 2Z3,
137,2020-02-29,1880509 Ontario Inc.,Child Care Centre,East Region,City of Kingston,Bayridge Drive Child Care Centre,6490,Full Day(6 hours or more in a day),2013-05-23,Active,,English,1035,Bayridge,Drive,Kingston,ON,K7P 3B8,
138,2020-02-29,1880509 Ontario Inc.,Child Care Centre,East Region,City of Kingston,Henderson Child Care Centre,6489,"Full Day(6 hours or more in a day), Before school, After school",2013-05-23,Active,,English,180,Henderson,Boulevard,Kingston,ON,K7M 3W3,
139,2020-02-29,1891530 ONTARIO INC,Child Care Centre,West Region,Regional Municipality of Halton,Willowbrae Academy,56481,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2016-06-08,Inactive,,English,1250,Brant,Street,Burlington,ON,L7P 1X8,
140,2020-02-29,1897203 Ontario Inc.,Child Care Centre,East Region,City of Kingston,Tiny Hoppers Early Learning Centres-Kingston West,55272,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2014-02-05,Active,,English,375,Select Drive,,Kingston,ON,K7M 8R1,
141,2020-02-29,1919656 ONTARIO INC.,Child Care Centre,West Region,City of Hamilton,Little Sprouts Hamilton,56804,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2017-04-28,Active,,English,689,West 5th,Street,Hamilton,ON,L9C 3R3,
142,2020-02-29,1929482 Ontario Limited,Child Care Centre,Central West Region,Regional Municipality of Peel,Circle of Children Academy,55999,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2015-05-22,Active,,English,2850,Argentia Rd,,Mississauga,ON,L5N 5G4,
143,2020-02-29,1938420 ONTARIO INC.,Child Care Centre,Central North Region,Regional Municipality of York,Unionville Montessori School Church,56362,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2015-12-30,Active,,English,9400,Kennedy,Road,Markham,ON,L6C 1N6,
144,2020-02-29,1938420 ONTARIO INC.,Child Care Centre,Central North Region,Regional Municipality of York,Unionville Montessori School South,56354,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2015-12-29,Active,,English,4484,16th,Avenue,Markham,ON,L3R 0M1,
145,2020-02-29,1946308 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Halton,Sweet Pea Daycare,56803,Full Day(6 hours or more in a day),2017-04-27,Active,,English,480,bronte,Street,Milton,ON,L9T 2X6,
146,2020-02-29,1963104 ONTARIO INC.,Child Care Centre,Central North Region,Regional Municipality of York,Sunrise Montessori School,5722,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2011-09-01,Active,,English,180,Amber,Street,Markham,ON,L3R 3J8,
147,2020-02-29,1970238 ONTARIO LTD.,Child Care Centre,Central North Region,Regional Municipality of York,CUTIE PIE DAYCARE & CHILD DEVELOPMENT CENTRE,57872,"Full Day(6 hours or more in a day), Before school, After school",2019-11-19,Active,,English,199,Matthew Boyd,Crescent,NEWMARKET,ON,L3X 3C7,
148,2020-02-29,1973981 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Halton,Silver Maple Montessori,57146,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2018-03-07,Active,,English,345,Steeles,Avenue,Milton,ON,L9T 3G6,
149,2020-02-29,2001118 Ontario Inc.,Child Care Centre,West Region,City of Hamilton,"Oxford Learning, Little Readers",4598,Half day(Less than 6 hours in a day),2008-07-02,Active,,English,520,Highway # 8,,Stoney Creek,ON,L8G 1G6,
150,2020-02-29,2005738 Ontario Ltd.,Child Care Centre,North Region,Kenora District Services Board,Circle of Friends,5095,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school",2009-08-31,Inactive,2014-09-03,English,1292,Heenan,Place,Kenora,ON,P9N 2Y8,
151,2020-02-29,2021150 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Halton,Kinder Buddies Childcare and Development Centre,2017,Full Day(6 hours or more in a day),2003-04-14,Active,,English,2640,Bristol,Circle,Oakville,ON,L6H 6Z7,
152,2020-02-29,2021355 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Helping Hands Daycare - Brooklin,2045,Full Day(6 hours or more in a day),2003-05-01,Active,,English,5959,Anderson,Street,Brooklin,ON,L1M 2E9,
153,2020-02-29,2021355 Ontario Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,Helping Hands Daycare - Rougemount,3520,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2006-03-27,Active,,English,376,Kingston,Road,Pickering,ON,L1V 6K4,
154,2020-02-29,2030075 Ontario Inc.,Child Care Centre,West Region,Regional Municipality of Halton,The Oakville Academy for the Arts Preschool,2400,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2004-01-30,Active,,English,1011,Upper Middle,Road,Oakville,ON,L6H 4L5,
155,2020-02-29,2033100 Ontario Ltd.,Child Care Centre,Central North Region,Regional Municipality of York,Child's View Daycare Centre - Woodbridge,2695,Full Day(6 hours or more in a day),2004-08-16,Inactive,,English,8045,Islington,Avenue,Woodbridge,ON,L4L 1W4,
156,2020-02-29,2042806 Ontario Inc.,Child Care Centre,Central North Region,Regional Municipality of York,Sidney Ledson School - Markham,5428,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2010-08-19,Inactive,2014-03-06,English,8855,Woodbine,Avenue,Markham,ON,L3R 5G1,
157,2020-02-29,2046508 ONTARIO INC.,Child Care Centre,Central North Region,Regional Municipality of York,Kidz World Childcare Centre,2755,Full Day(6 hours or more in a day),2004-08-31,Active,,English,6,Scott,Drive,Richmond Hill,ON,L4C 6V6,
158,2020-02-29,2047818 Ontario Inc.,Child Care Centre,East Region,City of Ottawa,Greely First Steps Daycare Centre,2524,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2004-06-30,Inactive,2015-09-25,English,6631,Bank,Street,Metcalfe,ON,K0A 2P0,
159,2020-02-29,2057263 Ontario Ltd.,Child Care Centre,Central West Region,Regional Municipality of Peel,Oxford Learning Centre - Springdale,3095,Half day(Less than 6 hours in a day),2005-07-25,Active,,English,25-55,Mountainash,Road,Brampton,ON,L6R 1W4,
160,2020-02-29,2096201 Ontario Inc.,Child Care Centre,Central North Region,Regional Municipality of York,Learning Jungle School - Greensborough Campus,4690,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2008-08-29,Active,,English,38,Greensborough Village,Circle,Markham,ON,L6E 0C7,
161,2020-02-29,2096201 Ontario Inc.,Child Care Centre,Central North Region,Regional Municipality of York,Learning Jungle School - Greensborough Campus 2,5576,After school,2010-12-17,Inactive,2014-04-15,English,50,Greensborough Village,Circle,Markham,ON,L6E 1M1,
