,name,source_facility_type,source_id,capacity,facility_type,city,full_address,postal_code,provider
167,A PLACE TO GROW EARLY LEARNING AND CARE,DAY CARE PROGRAM,0460178A227B92C87CC2984D71FA1898,81,Day Care,EDMONTON,2407 90B STREET,T6X0P4,Province of Alberta
170,MR. CAKES DAY CARE - SHERWOOD PARK,DAY CARE PROGRAM,107AEBB670C26576D0A6B75C276E9C71,70,Day Care,SHERWOOD PARK,2 MISSION STREET,T8A0V3,Province of Alberta
179,YMCA MONTROSE CHILD CARE,OUT OF SCHOOL CARE PROGRAM,1F29EEAE0B16AB9E069F7F96E10AF785,52,Day Care,GRANDE PRAIRIE,6431 98 STREET,T8W2H3,Province of Alberta
180,KID'S CHOICE @ CASTLEDOWNS DAYCARE,DAY CARE PROGRAM,1FACD3A5EDAD3DD6B3E9202AC7B883E0,61,Day Care,EDMONTON,15143 - 121 STREET,T5X3C8,Province of Alberta
181,QUEEN ELIZABETH II CHILD CARE CENTRE,DAY CARE PROGRAM,3A754C239E26112828F544A0E1D5FE7B,50,Day Care,GRANDE PRAIRIE,10409 - 98 STREET,T8V2E8,Province of Alberta
183,LITTLE KIDS ACTIVE LEARNERS PRESCHOOL,PRE-SCHOOL PROGRAM,3CE2AD6FDE8D1009DD78047B4863D894,33,Day Care,CALGARY,11950 COUNTRY VILLAGE LINK NE,T3K6E3,Province of Alberta
184,A PLACE TO GROW OSC,OUT OF SCHOOL CARE PROGRAM,427FB2F8ABC7C4EF316DF7489AC19715,32,Day Care,EDMONTON,2407 90B STREET,T6X0P4,Province of Alberta
185,YMCA ST. GERARD CHILD CARE,OUT OF SCHOOL CARE PROGRAM,451C310DDC14575F3C95CBBCADAB8480,55,Day Care,GRANDE PRAIRIE,9724 88TH AVENUE,T8V0B7,Province of Alberta
187,BRIGHTPATH BOWNESS,OUT OF SCHOOL CARE PROGRAM,5564D3647B05D772693F627B5512773A,35,Day Care,CALGARY,3711 - 73 STREET NW,T3B2L6,Province of Alberta
189,BEAVERLODGE DAY CARE,DAY CARE PROGRAM,59EBA52212D1B7995D308B7D02D6F685,47,Day Care,BEAVERLODGE,1220-5TH AVENUE,T0H0C0,Province of Alberta
190,SUNVALLEY KIDS MONTESSORI QUEENSLAND,DAY CARE PROGRAM,5AE1F935B1879D0EE0245CDFD853CB64,36,Day Care,CALGARY,"402, 950 QUEENSLAND DRIVE SE",T2J6E6,Province of Alberta
195,JOSO'S PLAY AND LEARN CENTRE - WEST SPRINGS,DAY CARE PROGRAM,6BD2D740E945C22DFE2BF6E191F8B297,40,Day Care,CALGARY,#505 - 722 - 85 STREET SW,T3H4C7,Province of Alberta
196,LA PETITE ACADEMY CHILDCARE CENTRE,DAY CARE PROGRAM,6EA9931D473FC735AD2033FA5567C15E,40,Day Care,EDMONTON,8806 92 ST NW,T6C3R1,Province of Alberta
197,LEARNING THROUGH PLAY MONTESSORI DAY CARE,DAY CARE PROGRAM,7517957FC08CB73B89D89F0219822051,26,Day Care,EDMONTON,8620 91 STREET,T6C0M1,Province of Alberta
198,MR. CAKES AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,7594E354B3A8B8286CFB693ABF12B426,33,Day Care,SHERWOOD PARK,2 MISSION STREET,T8A0V3,Province of Alberta
201,BRIGHTPATH BOWNESS,DAY CARE PROGRAM,7C4AD76ADE1FF3715146C8CFCBE0974D,70,Day Care,CALGARY,3711 - 73 STREET NW,T3B2L6,Province of Alberta
202,BUMBLE BEE CHILD CARE CENTRE,DAY CARE PROGRAM,86DD81E8B6FE949D5E06151FC9301013,27,Day Care,EDMONTON,11028 106 AVENUE,T5H0R3,Province of Alberta
203,LEARN PLAY AND BEYOND,DAY CARE PROGRAM,88FBCBFB0FF699C75C331059A0752670,62,Day Care,EDMONTON,UNIT 154 9080 25 AVENUE SW,T6X2H4,Province of Alberta
204,LEARNING THROUGH PLAY MONTESSORI AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,9B76581F29459CD9C0FA3EF2660D1789,30,Day Care,EDMONTON,8620 91 STREET,T6C3N2,Province of Alberta
205,HEARTLAND CHILD CARE CENTRE OSC,OUT OF SCHOOL CARE PROGRAM,9F36D4B7FB99DA2E0CAE1461E471877B,15,Day Care,FORT SASKATCHEWAN,101/104 9425 94 AVE,T8L1N6,Province of Alberta
206,HEARTLAND CHILDCARE CENTRE,DAY CARE PROGRAM,9F8E1AB7BB7A9841AC3D114938B1B776,64,Day Care,FORT SASKATCHEWAN,101/104 9425 94 AVE,T8L1N6,Province of Alberta
207,WORLD OF WONDERS DAY CARE CENTRE,DAY CARE PROGRAM,AB7DD1980C4CEFB5BBF4FD9E93000AC1,44,Day Care,SHERWOOD PARK,#8 52 BRENTWOOD BOULEVARD,T8A2H6,Province of Alberta
208,KID'S CHOICE @ CASTLEDOWNS AFTERSCHOOL,OUT OF SCHOOL CARE PROGRAM,AE347D3147B104D32D0A5CF5BAB5490E,30,Day Care,EDMONTON,15143 121 STREET,T5X3C8,Province of Alberta
209,HIGH FIVE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,B426C3483C186CEDDE2BBB8BE6400513,33,Day Care,BEAVERLODGE,1220 - 5TH AVENUE,T0H0C0,Province of Alberta
210,KIDS' STOP CHILDREN'S CENTRE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,B56ABEAD6A11DAACB85BADC82488098B,100,Day Care,OKOTOKS,"260, 200 SOUTHRIDGE DRIVE",T1S0B2,Province of Alberta
211,WORLD OF WONDERS AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,B62408D9BD0915114C42C8CD48F0C2D0,14,Day Care,SHERWOOD PARK,52 BRENTWOOD BOULEVARD,T8A2H6,Province of Alberta
215,HEARTLAND PRESCHOOL,PRE-SCHOOL PROGRAM,D8CC7263684DC6E072B29F4F679CF168,15,Day Care,FORT SASKATCHEWAN,101/104 9425 94 AVE,T8L1N6,Province of Alberta
216,OPPORTUNITY DAYCARE,DAY CARE PROGRAM,E3E091CF56716861D7B6F54073433DE0,80,Day Care,WABASCA,104 OPPORTUNITY DRIVE,T0G2K0,Province of Alberta
217,LEISURE CENTRE DAYCARE AND DROP IN,DAY CARE PROGRAM,F5FA91F8E71DA2C6AF4AA866CBBD9B9C,36,Day Care,BROOKS,111 4 AVE E,T1R1B7,Province of Alberta
218,A CHILD'S STORY - TERWILLEGAR OSC,OUT OF SCHOOL CARE PROGRAM,8F1CCA31ECE44473D8896E006209F8DA,36,Day Care,EDMONTON,201 1715 TOWNE CENTRE BLVD,T6R0T7,Province of Alberta
219,A CHILD'S STORY - TERWILLEGAR DAY CARE,DAY CARE PROGRAM,F80E7F41F46D91A44B90D1B899A65424,84,Day Care,EDMONTON,201 1715 TOWNE CENTRE BLVD,T6R0T7,Province of Alberta
220,CHILDREN'S CENTRE DEMONSTRATION DAYCARE,DAY CARE PROGRAM,03687C6F69FA19E184252DEF45146424,30,Day Care,GRANDE PRAIRIE,10726 - 106 AVENUE,T8V4C4,Province of Alberta
221,MILLCREEK'S FINEST CHILD CARE CENTRE,DAY CARE PROGRAM,0DFBCB2BCA94083D7694172556E05156,24,Day Care,EDMONTON,9425 76 AVENUE,T6C0J8,Province of Alberta
223,LITTLE WONDERS DAYCARE OUT-OF-SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,18600EEE162CBEB0848E74DF919BD1C1,30,Day Care,EDMONTON,15976 109 AVE NW,T5P1B7,Province of Alberta
224,THE KID'S PLACE,PRE-SCHOOL PROGRAM,20727ECC38BDD194A38FDA95BC105B01,24,Day Care,GRANDE PRAIRIE,9535 PRAIRIE ROAD,T8V6G5,Province of Alberta
225,LITTLE WONDERS DAYCARE,DAY CARE PROGRAM,22C096FF83269D0FC0C85AF5026AA423,48,Day Care,EDMONTON,15976 109 AVE NW,T5P1B7,Province of Alberta
226,MONTESSORI & ME,PRE-SCHOOL PROGRAM,2734642B76D3FC2398DCC588BBEAE93F,48,Day Care,EDMONTON,16018 104 AVE,T5P0S3,Province of Alberta
227,COVENANT CHRISTIAN PRESCHOOL,PRE-SCHOOL PROGRAM,30E77AF034AFC6EB71206E790602D8C2,16,Day Care,LEDUC COUNTY,49257 RR 250,T4X2T6,Province of Alberta
228,THE OASIS DAYCARE,DAY CARE PROGRAM,3434E6785384024978A5985F92E930DF,37,Day Care,GRANDE PRAIRIE,"UNIT 101, 10124 - 101 AVENUE",T8V0Y2,Province of Alberta
229,PARKLAND PRESCHOOL,PRE-SCHOOL PROGRAM,377D7A6657E688610C30F142634B5FD4,30,Day Care,CALGARY,505 PARKVALLEY ROAD SE,T2J6M4,Province of Alberta
230,THE KID'S PLACE,DAY CARE PROGRAM,45E31F6B9CEA9B2B4167D499AF9C2C48,64,Day Care,GRANDE PRAIRIE,9535 PRAIRIE ROAD,T8V6G5,Province of Alberta
231,NORMANDEAU DAY CARE CENTRE,DAY CARE PROGRAM,4773BDCA844F48614BE97D4843720AC1,53,Day Care,RED DEER,53 NOBLE AVENUE,T4P2C4,Province of Alberta
232,BALWIN AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,47DA83626257465E67D033FAA6C74FB7,47,Day Care,EDMONTON,7115 132 AVENUE,T5C2A7,Province of Alberta
233,MILLCREEK'S FINEST OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,4891639DA406C03FE3B86DF36F4D2DD6,26,Day Care,EDMONTON,9425 76 AVENUE,T6C0J8,Province of Alberta
234,TARA'S DAYCARE,DAY CARE PROGRAM,57F51DFCD275BABFCD5EA345101984FF,37,Day Care,EDMONTON,13227 132 STREET,T5L1R9,Province of Alberta
239,DALHOUSIE OUT OF SCHOOL CARE - DALHOUSIE ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,5874BA99CF6C7F74C994F8761CD5C395,100,Day Care,CALGARY,4440 DALLYN STREET NW,T3A1K3,Province of Alberta
242,PUMPKIN PATCH OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,60FD7B1C3A55D1EFD4358CF4AA7F5E63,54,Day Care,EDMONTON,13440 132A STREET,T5L1W3,Province of Alberta
244,PUMPKIN PATCH DAYCARE,DAY CARE PROGRAM,6B84A1BF3FD080BDB275C2F634685B9F,22,Day Care,EDMONTON,13440 132A STREET,T5L1W3,Province of Alberta
245,WHISPERING HILLS UNIVERSITY DAYCARE SITE,DAY CARE PROGRAM,70B0D286D1468A02D88CE23899DA364F,27,Day Care,ATHABASCA,1 UNIVERSITY DRIVE,T9S3A3,Province of Alberta
246,JP'S COUNTRY DAYCARE LTD. OSC,OUT OF SCHOOL CARE PROGRAM,73FD9C2C40A441F961CD1E30686E5B32,15,Day Care,DAYSLAND,5013 57 STREET,T0B1A0,Province of Alberta
247,FIRST SMILES CHILD CARE,DAY CARE PROGRAM,7462E66206589CD89F8EB12312119450,26,Day Care,COLD LAKE,301 A 10TH STREET,T9M1A5,Province of Alberta
249,PINES DAY CARE,DAY CARE PROGRAM,827B1B27421C8E6FBB40B7077833DF4D,66,Day Care,RED DEER,8 PAGE AVENUE,T4P2T2,Province of Alberta
250,THORNCLIFF AFTER SCHOOL,OUT OF SCHOOL CARE PROGRAM,8A0B803F1E2F6CAE6EEAADC019307887,44,Day Care,EDMONTON,8215 175 STREET,T5T0G9,Province of Alberta
251,COLD LAKE ELEMENTARY OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,90C75DEDB2DF1D15BEDD61CA863197D5,40,Day Care,COLD LAKE,803 16 TH AVE.,T9M1M2,Province of Alberta
252,FIRST SMILES OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,9CCD90C5358F52541B13014959A53431,15,Day Care,COLD LAKE,301 A 10TH STREET,T9M1A5,Province of Alberta
253,LADYBUG PICNIC PRESCHOOL,PRE-SCHOOL PROGRAM,A1D821EB6DB922441B6FA4F41A242A84,10,Day Care,EDMONTON,13135 26 STREET,T5A4G9,Province of Alberta
255,ROYAL DAYCARE CENTER,OUT OF SCHOOL CARE PROGRAM,B83B386D7C910D03E874C6FA48CDD9C4,35,Day Care,CALGARY,450 ROYAL OAK DRIVE NW,T3G5J7,Province of Alberta
256,ROYAL DAYCARE CENTER,DAY CARE PROGRAM,BBC171EB4A91FB4EA517E62BB02A9801,40,Day Care,CALGARY,450 ROYAL OAK DRIVE NW,T3G5J7,Province of Alberta
257,CALGARY KIDS CENTER INC.,OUT OF SCHOOL CARE PROGRAM,C0F7B92FBBC7014ED1D8907373D98B6A,40,Day Care,CALGARY,789 NORTHMOUNT DRIVE NW,T2L0A1,Province of Alberta
258,JP'S COUNTRY DAYCARE,DAY CARE PROGRAM,C2FB4B24C6DFD2D38C2602DE0162F201,25,Day Care,DAYSLAND,5013 57TH STREET,T0B1A0,Province of Alberta
259,WHISPERING HILLS MULTIPLEX DAY CARE SITE,DAY CARE PROGRAM,C46888DA42D0DA67053D0DF430626ECE,36,Day Care,ATHABASCA,#2 UNIVERSITY DRIVE,T9S0A3,Province of Alberta
260,FIRST CHOICE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CB30647FB727454C38D77C20ABA88599,27,Day Care,EDMONTON,12506 118 AVENUE,T5L2K6,Province of Alberta
261,ELIZABETH SETTLEMENT ABORIGINAL HEADSTART,PRE-SCHOOL PROGRAM,CF8B23F83252AC8A5373921F3D531019,21,Day Care,ELIZABETH METIS SETT,NW-28-60-1-W4 BLK-1 LOT 4 & 5 PL#900149,T9M1P1,Province of Alberta
262,COLD LAKE ELEMENTARY PRESCHOOL,PRE-SCHOOL PROGRAM,D1B916AEE78EDEC4731993B95DFCC7EE,20,Day Care,COLD LAKE,803-16 AVE,T9M1M2,Province of Alberta
263,LITTLE FRIENDS NURSERY CENTRE,PRE-SCHOOL PROGRAM,DAA29BDBE7B844DA8884FAD1049BE582,36,Day Care,EDMONTON,RM 6 & 7 9915 148 STREET,T5N3G1,Province of Alberta
264,ATHABASCA PLAYSCHOOL,PRE-SCHOOL PROGRAM,DBE6BA02467B8D99959A4700DF365F2B,24,Day Care,ATHABASCA,3001 WHISPERING HILLS DRIVE,T9S1N8,Province of Alberta
265,AGAPE DAY CARE,DAY CARE PROGRAM,E6CE7BD2AAFBA6AD5A929A6DF0F8B3E1,80,Day Care,LETHBRIDGE,211069 TWP RD 9-0A,T1J4K4,Province of Alberta
266,FIRST CHOICE DAYCARE,DAY CARE PROGRAM,E94B254BA18907C0422DECCD170A26EC,58,Day Care,EDMONTON,12506 118 AVENUE,T5L2K6,Province of Alberta
267,KINDERGYM PRE-SCHOOL,PRE-SCHOOL PROGRAM,ECD202CCCC49450ED6FD278F39DEF7C7,32,Day Care,GRANDE PRAIRIE,16 KNOWLEDGE WAY,T8W2W9,Province of Alberta
268,TARA'S OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,F59603DB4A608F5DF79A561702FE95E9,14,Day Care,EDMONTON,13227 132 STREET,T5L1R9,Province of Alberta
269,NORMANDEAU SCHOOL AGE PROGRAM,OUT OF SCHOOL CARE PROGRAM,FF469F32A8E2AF35E9924065A68F3FD9,42,Day Care,RED DEER,61 NOBLE AVE.,T4P2C4,Province of Alberta
273,BONNYVILLE AND DISTRICT OSC,OUT OF SCHOOL CARE PROGRAM,0269D8DAA19EBDA37C702557448726AD,32,Day Care,BONNYVILLE,4718 48 ST,T9N2J7,Province of Alberta
274,JEAN'S PLAYHOUSE - OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,0A59DDFE4E9169655921A4E800C37A97,37,Day Care,FORT MCMURRAY,149 LEIGH CRES,T9K1K5,Province of Alberta
275,SADO CULTURAL DAYCARE,DAY CARE PROGRAM,0AB0AB69EB704DF8D8C7315E27C1C064,17,Day Care,EDMONTON,11714 34 STREET NW,T5W1Z1,Province of Alberta
276,CAPTAIN JOHN PALLISER PRE-KINDERGARTEN AND OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,1F9FF374F48AF57BD99F6927F121C99B,80,Day Care,CALGARY,1484 NORTHMOUNT DRIVE NW,T2L0G6,Province of Alberta
277,KID-TECH OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,296C5988A75602841C08D9EA46E97F2B,12,Day Care,SHERWOOD PARK,10 MAIN BOULEVARD,T8A3W8,Province of Alberta
278,THICKWOOD HEIGHTS PRESCHOOL,PRE-SCHOOL PROGRAM,2C65DEA5B6967E798DAF7B67C453076E,24,Day Care,FORT MCMURRAY,110 EYMUNDSON ROAD,T9H5A5,Province of Alberta
279,BONNIE DOON PLAYSCHOOL,PRE-SCHOOL PROGRAM,2E0194C29CAAB71963DCF87BD2B6E0BA,18,Day Care,EDMONTON,8631 81 STREET,T6C2W1,Province of Alberta
280,ST. PATRICK'S BEFORE/AFTER SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,329F6B3C64298A00C544D184C8727734,115,Day Care,MEDICINE HAT,241 STRATTON WAY SE,T1B3Z2,Province of Alberta
281,LITTLE LAMBS CHRISTIAN PRESCHOOL,PRE-SCHOOL PROGRAM,3531FF328DC6B2AC54F726575342C02C,16,Day Care,BARRHEAD,5406-49 STREET,T7N1A3,Province of Alberta
282,KIDS CONNECTION,PRE-SCHOOL PROGRAM,362D9959C9D0C217936F2545C4BE7621,24,Day Care,AIRDRIE,800 EAST LAKE BLVD,T4A2K9,Province of Alberta
283,NOTRE DAME ELEMENTARY OSC,OUT OF SCHOOL CARE PROGRAM,39F1726CEB8E061B11F4BD769E204419,28,Day Care,BONNYVILLE,4711 48 ST,T9N2E6,Province of Alberta
289,LYNNWOOD OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,56CD47F26315ECCC1BD967667DF86381,20,Day Care,EDMONTON,8708 150 STREET NW,T5R1E4,Province of Alberta
290,LAMONT COMMUNITY PLAYSCHOOL,PRE-SCHOOL PROGRAM,58DE960730D3F970760AE326CEB2EA21,22,Day Care,LAMONT,5008 50 AVE,T0B2R0,Province of Alberta
291,WESTLOCK PRESCHOOL,PRE-SCHOOL PROGRAM,5A8B3F4D4D050FC062D230EBE843F615,16,Day Care,WESTLOCK,10515 106 A STREET,T7P2E7,Province of Alberta
292,HI5 OSC,OUT OF SCHOOL CARE PROGRAM,661A18E6182EF70EF832B3F979506ACE,20,Day Care,EDMONTON,4109 106 STREET,T6J2S3,Province of Alberta
293,BONNYVILLE AND DISTRICT DAYCARE,DAY CARE PROGRAM,69F6FCA68CA1AC53D5996FCC949D397C,86,Day Care,BONNYVILLE,4714 48 STREET,T9N2J7,Province of Alberta
294,WINGS CHILD CARE PROGRAM,INNOVATIVE CHILD CARE PROGRAM,6E8DE29094BCC80B22973D4A3DB7DE77,25,Day Care,EDMONTON,SEE FILE,,Province of Alberta
296,BROOKS PRESCHOOL SOCIETY,PRE-SCHOOL PROGRAM,7ABCE863B57B55330BEF6F23F799914B,24,Day Care,BROOKS,327B - 3 STREET WEST,T1R0E7,Province of Alberta
304,NEERLANDIA PRE-SCHOOL,PRE-SCHOOL PROGRAM,9006EDB6536A5EE2B371760AD2CE3574,22,Day Care,NEERLANDIA,LOT B1 BLOCK 6 PLAN 8722396,T0G1R0,Province of Alberta
305,SADA CULTURAL OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,9D77F311F5AFFF4DFE5C4ED90C68EB28,16,Day Care,EDMONTON,11714 34 STREET,T5W1Z1,Province of Alberta
306,DISCOVERYLAND PLAY AND LEARN CENTER,DAY CARE PROGRAM,9FF16C39CC4AA3896A2CC00389B3547F,91,Day Care,SPRUCE GROVE,RM 105/106 2 DEER PARK DRIVE,T7X2K8,Province of Alberta
308,DISCOVERYLAND PLAY AND LEARN CENTER OSC,OUT OF SCHOOL CARE PROGRAM,AAA84C52E2F3A915400ACDBECD5C71A3,50,Day Care,SPRUCE GROVE,RM 105/106 2 DEER PARK DRIVE,T7X2K8,Province of Alberta
310,KID-TECH DAYCARE,DAY CARE PROGRAM,C3D24FCE1E0184992D7346718D4E52F7,14,Day Care,SHERWOOD PARK,10 MAIN BOULEVARD,T8A3W8,Province of Alberta
311,PEACE REGIONAL OUTREACH CAMPUS DAYCARE,DAY CARE PROGRAM,C5979BD30874856191E2C3486569B4AA,12,Day Care,PEACE RIVER,9610 94 AVENUE,T8S1J1,Province of Alberta
312,NOTRE DAME PRESCHOOL,PRE-SCHOOL PROGRAM,E22297801034E8E369F917FE11483108,52,Day Care,BONNYVILLE,4711-48 STREET,T9N2E6,Province of Alberta
313,LYNNWOOD DAYCARE,DAY CARE PROGRAM,E5F8B785F4EAFE254191F502BC2F7452,35,Day Care,EDMONTON,8708 150 STREET NW,T5R1E4,Province of Alberta
314,KIDS & COMPANY - LIVINGSTON,DAY CARE PROGRAM,E939D3A94B1B327BCF07514AC907D009,56,Day Care,CALGARY,SUITE 110 250 2ND STREET SW,T2P0C1,Province of Alberta
315,COMMUNITY CHILD CARE INC. - AIRDRIE,OUT OF SCHOOL CARE PROGRAM,EFA217C03B73C454D6E6A5073AC6BE3F,40,Day Care,AIRDRIE,1721 SUMMERFIELD BLVD.,T4B1T3,Province of Alberta
316,HI5 DAYCARE,DAY CARE PROGRAM,F6D0E42D43958D1C1DEE820D31780A59,51,Day Care,EDMONTON,4109 106 STREET,T6J2S3,Province of Alberta
321,GOLD BAR PRESCHOOL,PRE-SCHOOL PROGRAM,F8FDA68983A3F8B3C6AB98B180FB83E0,21,Day Care,EDMONTON,RM 15 10524 46 STREET,T6A1Y3,Province of Alberta
322,OUR LITTLE FRIENDS/LES PETITS AMIS PLAYSCHOOL,PRE-SCHOOL PROGRAM,FE3F3C7E78E542AD1B040BC0AC18218A,20,Day Care,ARDROSSAN,22 MAIN STREET,T8E2A2,Province of Alberta
323,CHILD'S PACE EARLY LEARNING CENTRE,DAY CARE PROGRAM,FFAFCB630C2099DBAF65EE223DD8143D,34,Day Care,COALDALE,1107 - 19A AVENUE,T1M1A4,Province of Alberta
326,BALWIN DAY CARE CENTRE,DAY CARE PROGRAM,01D7B6A06937D3C2F79FACBBFD9572A6,48,Day Care,EDMONTON,13112 68 STREET,T5C0E9,Province of Alberta
330,CANCARE CHILDREN'S CENTRE I,OUT OF SCHOOL CARE PROGRAM,02D9B490F3B40A52161FF1816AE1FFA3,80,Day Care,CALGARY,111 8579 SCURFIELD DR NW,T3L1Z6,Province of Alberta
331,RUNDLE BEFORE & AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,065C2E3B95AD97C37ABCD2F7FEF06A50,120,Day Care,CALGARY,7615 17 AVE SW,T3H3W5,Province of Alberta
332,ADVENTURERS SCHOOL AGE CARE LTD: TRIWOOD COMMUNITY,OUT OF SCHOOL CARE PROGRAM,0F0C39CA7189BEE0D3EEC2AC15E3B865,75,Day Care,CALGARY,2244 CHICOUTIMI DRIVE N.W.,T2L0W1,Province of Alberta
333,BEAR HUGS DAY CARE PROGRAM,DAY CARE PROGRAM,13EA44B674314171B4C754B3F362A908,83,Day Care,EDMONTON,202 6562 170 AVENUE NW,T5Y3X6,Province of Alberta
334,RAINBOW DAY CARE OSC,OUT OF SCHOOL CARE PROGRAM,14E18ADA264BEF82D792F55F399D76B2,72,Day Care,EDMONTON,450 WOODVALE ROAD EAST,T6L6G5,Province of Alberta
335,RIVERDALE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,1AE8B802E666C656BFB6C692621C00BF,45,Day Care,EDMONTON,8901 101 AVENUE,T5H0B1,Province of Alberta
336,GLENORA CHILD CARE,DAY CARE PROGRAM,1D53247964B61CE6134EF8BB8EDFAEEF,77,Day Care,EDMONTON,10530 138 STREET,T5N2J6,Province of Alberta
337,YMCA DELWOOD OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,232057FDF0D65CC8439D68FBEEA1D69A,55,Day Care,EDMONTON,7315 DELWOOD ROAD,T5C3A9,Province of Alberta
338,BRIGHTPATH FALCONRIDGE,OUT OF SCHOOL CARE PROGRAM,2AED9CEAF6F5ABCF5CE6DC22DC90F88E,30,Day Care,CALGARY,80 FALSHIRE DR NE,T3J1A4,Province of Alberta
339,RAINBOW DAY CARE,DAY CARE PROGRAM,2AFDA2E2C8F2F5EE3ACAD599C0680CA4,80,Day Care,EDMONTON,450 WOODVALE ROAD EAST,T6L6G5,Province of Alberta
340,WHITE HALL DAY CARE (NORTH END) LTD. - AFTER SCHOOL,OUT OF SCHOOL CARE PROGRAM,326F0981AB204DCC5806827958DFABC3,43,Day Care,EDMONTON,3304 119 AVENUE,T5W4T4,Province of Alberta
341,COIN DES CURIEUX DAYCARE,DAY CARE PROGRAM,3419FF359ACC73FCA8E539A0181CEF54,0,Day Care,PLAMONDON,9725 99 ST,T0A2T0,Province of Alberta
343,KAMEYOSEK OUT OF SCHOOL ASSOCIATION,OUT OF SCHOOL CARE PROGRAM,4430D7BF4F031FE67E4B166D6C3E8828,30,Day Care,EDMONTON,201 LAKEWOOD ROAD EAST,T6K3T6,Province of Alberta
345,WESTVIEW EDUCATION SOCIETY PRESCHOOL,PRE-SCHOOL PROGRAM,496E688A2D958F7B8AC560D6B663D9B1,18,Day Care,CALGARY,1313 RANCHLANDS WAY NW,T3G2A1,Province of Alberta
346,THE DEVON PRESCHOOL EXPERIENCE PROGRAM PARENTS ASSOCIATION,PRE-SCHOOL PROGRAM,4B6DE7A51EA48AD0211BE65078ED9280,20,Day Care,DEVON,5 JASPER COURT,T9G1H3,Province of Alberta
347,IDEAL WEST DAY CARE CENTRE,DAY CARE PROGRAM,508A842E4ED28B71B6DE2E256A639AF5,69,Day Care,EDMONTON,18244/48/32 89 AVENUE,T5T2K6,Province of Alberta
348,BRIGHTPATH MIDNAPORE,OUT OF SCHOOL CARE PROGRAM,526AE776EEA3A10DA2B501ADCAE7C011,19,Day Care,CALGARY,155 MIDRIDGE PLACE SE,T2X1E4,Province of Alberta
350,WEST EDMONTON CHRISTIAN ASSEMBLY PRESCHOOL,PRE-SCHOOL PROGRAM,5C81DFC235B36B74EBEE98AD11F5F67C,83,Day Care,EDMONTON,6315 - 199 STREET,T5T6N2,Province of Alberta
351,COIN DES CURIEUX,PRE-SCHOOL PROGRAM,5CC70E018C4BBDF84E71816B6FFDA0C2,26,Day Care,PLAMONDON,9725 AVE 99 STREET,T0A2T0,Province of Alberta
353,FORESTBURG LEARN AND PLAYSCHOOL,PRE-SCHOOL PROGRAM,695F88CE466D9A5CC7C3E38F3F3F5EEB,26,Day Care,FORESTBURG,4914 46TH AVENUE,T0B1N0,Province of Alberta
355,P.L.A.Y. COMMUNITY CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,72404188662503481D3AE4202FE7E02F,54,Day Care,CALGARY,1227 KENSINGTON CLOSE NW,T2N3J6,Province of Alberta
357,BEAR HUGS OUT-OF-SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,7298DD48DEBEFBBBAC68FCD8A52A38D8,15,Day Care,EDMONTON,202 6562 170 AVENUE NW,T5Y3X6,Province of Alberta
358,BALWIN OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,78565D73DFCB498C0E8399DCC90C6F56,12,Day Care,EDMONTON,13112 68 STREET,T5C0E9,Province of Alberta
359,ANGELS DAYCARE,DAY CARE PROGRAM,7860BE8744780012FC94EE2283B180AE,32,Day Care,EDMONTON,7917 106 AVENUE,T6A1H7,Province of Alberta
360,WHITE HALL DAY CARE (NORTH END) LTD.,DAY CARE PROGRAM,7991E00EF7CB1D621B4CF5858042C11F,73,Day Care,EDMONTON,3304 119 AVENUE NW,T5W4T4,Province of Alberta
