,name,source_facility_type,source_id,capacity,ages,infant,toddler,school_age,facility_type,full_address,provider
1759,Oak Lake CARE Center Inc,Centre,101380,35,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Stand-alone,Library,Gym & Kinder Room 126 2nd Avenue (Ave) E Oak Lake, MB",Province of Manitoba
1760,Oakbank Kids Korner - School Age Site,Centre,101640,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Oakbank Elementary School small gym 826 Cedar Avenue (Ave) Oakbank, MB",Province of Manitoba
1761,Oakbank Kids Korner Co-operative Inc.,Centre,3048,61,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"644 Willow Avenue (Ave) Oakbank, MB",Province of Manitoba
1762,Parkland Campus Kids Inc,Centre,100144,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"520 Whitmore Avenue (Ave) E Dauphin, MB",Province of Manitoba
1763,Childcare- Family Access Network Inc.,Centre/Nursery,9652,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"412 2nd Avenue (Ave) McCreary, MB",Province of Manitoba
1764,Childcare- Family Access Network Inc.,Centre,7921,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"416 2nd Avenue (Ave) McCreary, MB",Province of Manitoba
1765,Paula Gard,Home,9730,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"2 Poplar Bay Stonewall, MB",Province of Manitoba
1766,Peter Pan Day Nursery Inc.,Centre/Nursery,1076,54,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"165 Kerr Avenue (Ave) Dauphin, MB",Province of Manitoba
1767,Petits Choux Daycare Inc.,Centre,9359,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"411 3rd Street Somerset, MB",Province of Manitoba
1768,Pierson Early Learning Centre Inc.,Centre,101353,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Pierson School #1 School Road Pierson, MB",Province of Manitoba
1769,Northland Childcare Centre,Centre,102473,114,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"A - 1655 Roblin Boulevard (Blvd) Winkler, MB",Province of Manitoba
1770,Portage Day Care Centre Inc.,Centre,1122,45,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"St.Mary Church, lower level 36 2nd Street SW Portage La Prairie, MB",Province of Manitoba
1771,Portage Day Care Centre Inc.,Centre,3107,62,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"132 Duke Avenue Avenue (Ave) W Portage La Prairie, MB",Province of Manitoba
1772,Elie Mini-Fran Inc.,Centre,100938,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"35 PTH 248 Highway Elie, MB",Province of Manitoba
1774,Family or Group Child Care Home *,Home,9484,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1776,Reston & Area Early Learning Center Inc.,Centre,101748,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 1 and Gymnasium 143 3rd Avenue (Ave) Reston, MB",Province of Manitoba
1777,Rhea Stubel,Home,100287,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1778,Border Land School Division,Centre,9498,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"120 9th Street NW Altona, MB",Province of Manitoba
1779,Family or Group Child Care Home *,Home,102544,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1781,Family or Group Child Care Home *,Home,101099,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1783,Family or Group Child Care Home *,Home,9488,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1785,Frances Lansing,Centre/Nursery,100760,17,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 114, Goulter School 200 Queen Street Virden, MB",Province of Manitoba
1786,Richer Day Care Centre Inc.,Centre,9833,23,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room #103 - Richer School 43 Dawson Road Richer, MB",Province of Manitoba
1787,Riverdale Early Learning Centre Inc.,Centre,101652,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rivers Collegiate 350 Dominion Street Rivers, MB",Province of Manitoba
1788,Riverside Day Care Incorporated,Centre/Nursery,3043,80,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"60 Copper Road Thompson, MB",Province of Manitoba
1789,Riverton Day Care Cooperative Inc.,Centre,1230,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"79 Olaf Street Riverton, MB",Province of Manitoba
1790,Riverton Daycare Cooperative Inc,Centre,101586,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Riverton Early Middle School (RM10)(gym) 118 Main Street Riverton, MB",Province of Manitoba
1791,Family or Group Child Care Home *,Home,101362,4,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1793,Roblin Children's Center Incorporated,Centre,7985,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Lot 1, North of 115 2nd Avenue (Ave) SW Roblin, MB",Province of Manitoba
1794,Roblin Day Nursery Incorporated,Centre/Nursery,2040,45,"Infant, School Age",Y,N,Y,Day Care,"Roblin Elem. School, Rms. 22,Common area 330 King Street Roblin, MB",Province of Manitoba
1795,Rocheen Samorodny,Home,101816,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1796,Rock Lake Funtown Inc.,Centre,1110,37,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"135 Lorne avenue (av) Pilot Mound, MB",Province of Manitoba
1797,Ronny Smith,Home,100975,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1798,Rosa Medeiros,Home,100277,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"156 Grand Circle Petersfield, MB",Province of Manitoba
1799,Family or Group Child Care Home *,Home,100581,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1801,Rossburn Early Learners Inc.,Centre,100850,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"170 Victoria Avenue (Ave) W Rossburn, MB",Province of Manitoba
1802,Russell's Lots-A-Tots Inc.,Centre/Nursery,2080,68,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Major Pratt Coll. Sch. Rm 113 & 110 404 Russell Street E Russell, MB",Province of Manitoba
1803,Family or Group Child Care Home *,Home,102140,9,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1805,Budz' N Bloom Daycare Centre Inc.,Centre,102467,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"181 Mountain Avenue (Ave) Neepawa, MB",Province of Manitoba
1806,Selkirk Day Care Inc.,Centre,1097,45,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"#1 Harley Row Selkirk, MB",Province of Manitoba
1807,Selkirk Friendship Centre Inc.,Centre,1277,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"207 Morris Avenue (Ave) Selkirk, MB",Province of Manitoba
1808,Selkirk Friendship Centre Inc,Centre,100948,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Mapleton Elementary School-resource room 112 Calder Road St Andrews, MB",Province of Manitoba
1809,Selkirk Friendship Centre,Centre,101418,36,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"300 Sophia Street Selkirk, MB",Province of Manitoba
1812,Family or Group Child Care Home *,Home,101465,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1814,Family or Group Child Care Home *,Home,5762,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1816,Family or Group Child Care Home *,Home,100590,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1818,Shelly Simoens,Home,100921,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1819,Family or Group Child Care Home *,Home,100887,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1823,Family or Group Child Care Home *,Home,9167,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1825,Shilo Military Family Resource Centre Inc.,Centre,1121,114,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rm B 1.11,B1.2, B1.3, B1.4, C1.1, C1.2, Bldg - T-114 Notre Dame Avenue (Ave) Shilo, MB",Province of Manitoba
1826,Shilo Military Family Resource Centre Inc.,Centre,7141,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room B2 Bldg - T-114 Notre Dame Avenue (Ave) Shilo, MB",Province of Manitoba
1827,Family or Group Child Care Home *,Home,5790,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1829,Shoal Lake Kid's Club Inc.,Centre/Nursery,9528,44,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"101 The Drive Shoal Lake, MB",Province of Manitoba
1830,Short Stop Rec Club Inc.,Centre,3125,60,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room #135,130,Gym, Library 751 Crescent Road E Portage La Prairie, MB",Province of Manitoba
1831,Small Endeavors Inc,Centre/Nursery,1254,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Centennial Street Swan Lake, MB",Province of Manitoba
1832,Family or Group Child Care Home *,Home,100445,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1834,Souris Co-operative Day Care Centre Inc.,Centre,1111,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"82 First Street S Souris, MB",Province of Manitoba
1835,Souris Cooperative Day Care Center Inc.,Centre/Nursery,100123,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms #14 & #16 55 Lansdowne Street N Souris, MB",Province of Manitoba
1836,Portage Day Care Centre Inc.,Centre,101905,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Southport Rec Centre 75 Centennaire Drive Southport, MB",Province of Manitoba
1837,Springfield Learning Centre Inc. - Hazelridge Site,Centre,102161,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Gymnasium - Hazelridge School 38 Myrtle Street Hazelridge, MB",Province of Manitoba
1838,Springfield Learning Centres Incorporated,Centre,1124,54,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Lower and Upper level of 50 Plus Club 733 Wieser Crescent Anola, MB",Province of Manitoba
1839,Springfield Learning Centres Incorporated,Centre,3067,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Lower Level of Dugald United Church 561 Gillespie Street Dugald, MB",Province of Manitoba
1840,St. Adolphe Nursery School Inc,Centre/Nursery,100758,136,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"372 Main Street St. Adolphe, MB",Province of Manitoba
1841,St. Andrews Child Care Inc.,Centre,101669,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"18 St Andrews Road St Andrews, MB",Province of Manitoba
1842,Starting Blocks Inc.,Centre/Nursery,3091,95,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"510 3rd Street W Stonewall, MB",Province of Manitoba
1843,Starting Blocks,Centre,101254,55,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"lower level of Stonewall United Church 369 1st Avenue (Ave) N Stonewall, MB",Province of Manitoba
1844,Family or Group Child Care Home *,Home,101620,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1846,Stonewall Children's Centre Inc.,Centre,1096,73,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"528 3rd Street W Stonewall, MB",Province of Manitoba
1847,Stony Mountain Child Care Centre Co-op Inc.,Centre,102298,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"149 School Road Stony Mountain, MB",Province of Manitoba
1848,Stony Mountain Child Care Centre Co-op Inc.,Centre,95444,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"curling club, school gym 81 School Road Stony Mountain, MB",Province of Manitoba
1849,Stony Mountain Child Care Centre Co-op Inc,Centre,2061,22,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"81 School Road Stony Mountain, MB",Province of Manitoba
1850,Sunflower Early Learning Center Inc.,Centre/Nursery,102033,27,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room #100, and 101 275 Main Street Minitonas, MB",Province of Manitoba
1851,Swan River Day Care Centre Inc.,Centre,1077,101,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"439 Westwood Road Swan River, MB",Province of Manitoba
1852,Portage Day Care Centre Inc.,Centre,1294,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"lower level in Adult Learning Centre 110 Saskatchewan Avenue (Ave) W Portage La Prairie, MB",Province of Manitoba
1853,T2 Thompson Toddlers' Day Care Inc.,Centre,1084,41,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"3 Broadway Street Thompson, MB",Province of Manitoba
1854,Tache Community Day Care Inc.,Centre,1259,60,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"480 Senez rue Lorette, MB",Province of Manitoba
1855,Tache Community DayCare Inc.,Centre,101107,55,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1298 Dawson Road Lorette, MB",Province of Manitoba
1856,Family or Group Child Care Home *,Home,102125,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1859,Family or Group Child Care Home *,Home,100713,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1861,Family or Group Child Care Home *,Home,102351,10,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1863,Family or Group Child Care Home *,Home,101805,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1865,Teekinakan Day Care Centre Inc.,Centre,1085,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"509 Station Road Thompson, MB",Province of Manitoba
1866,Family or Group Child Care Home *,Home,102038,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1868,Family or Group Child Care Home *,Home,101835,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1870,Family or Group Child Care Home *,Home,102590,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1872,Teulon Day Care Inc,Centre,1094,41,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"50 B 8 Avenue (Ave) SE Teulon, MB",Province of Manitoba
1873,Teulon Daycare Inc- School Age Program,Centre,100221,35,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Teulon Elementary School- gym/music room 20 Beach Road Teulon, MB",Province of Manitoba
1874,The Carpenter's Montessori School Inc.,Centre,101053,56,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"300 - 400 Fort Whyte Way Oak Bluff , MB",Province of Manitoba
1875,The Happy Tots Place Inc.,Centre,1101,31,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"5A Walnut Street Pine Falls, MB",Province of Manitoba
1876,Thompson Children's World Inc.,Centre,1086,60,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Westwood Mall 5 - 436 Thompson Drive Thompson, MB",Province of Manitoba
1877,Family or Group Child Care Home *,Home,101698,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1879,4550315 Manitoba Association Inc.,Centre,100432,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"226 Andrews Avenue (Ave) Treherne, MB",Province of Manitoba
1880,Tiny Turtle Playroom Inc.,Centre,2089,78,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"775 Rae Street Boissevain, MB",Province of Manitoba
1881,TLC Centre Inc.,Centre,100202,34,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"245 1st Street NW Carman, MB",Province of Manitoba
1882,Tots of Love Early Learning Centre Inc.,Centre,101951,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"305 Broadway Avenue (Ave) Killarney, MB",Province of Manitoba
1883,Family or Group Child Care Home *,Home,101413,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1885,Uptown Day Care Inc.,Centre,1190,62,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Mary Duncan School 60 3rd Street W The Pas, MB",Province of Manitoba
1886,Valerie Smith,Home,102598,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1888,Villages United Early Learning Centre Inc.,Centre/Nursery,100942,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"35 4TH Street Hamiota, MB",Province of Manitoba
1889,Villages United Early Learning Centre Inc.,Centre,9675,39,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"39 4TH Street Hamiota, MB",Province of Manitoba
1890,Villages United Early Learning Centre Inc.,Centre,100883,16,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 119 512 Woodworth Avenue (Ave) Kenton, MB",Province of Manitoba
1891,Villages United Early Learning Centre Inc.,Centre,101606,12,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Oak River School, Room #1 19 Government Road Oak River, MB",Province of Manitoba
1892,Villages United Early Learning Centre Inc.,Centre,102011,12,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Strathclair School 16 Main Street Strathclair, MB",Province of Manitoba
1893,Vita Community Child Care Centre Inc.,Centre,100336,35,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"207 Poplar Avenue (Ave) Vita, MB",Province of Manitoba
1894,Bowsman Early Learning Center Inc.,Centre,102215,27,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Support Space in the gym 401 4th Avenue (Ave) Bowsman, MB",Province of Manitoba
1895,Starting Blocks Inc,Centre,101797,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Elem School-science,kinder rm ,gym,lib 300 Hanlan Street Warren, MB",Province of Manitoba
1896,Waskada Wee Ones Playschool Inc.,Centre,101217,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Waskada School 30 Souris Avenue (Ave) Waskada, MB",Province of Manitoba
1897,Waterhen & District Day Care & Developmental Centre Inc.,Centre,1225,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"146 - 138 Main Street Waterhen, MB",Province of Manitoba
1898,Wawanesa Wee Care Inc.,Centre,101963,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"518 Commercial Street Wawanesa, MB",Province of Manitoba
1899,Wawanesa Wee Care Inc.,Centre,9449,31,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rm 11/Multipurpose Rm/Green Rm/Kinder Rm 530 Commercial Street Wawanesa, MB",Province of Manitoba
1900,Wee Care Child Centre Carman Inc.(School Age),Centre,9551,45,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Carman United Church basement 134 1st St Street SW Carman, MB",Province of Manitoba
1901,Wee Care Child Centre Carman Inc.,Centre,1112,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"295 1st Street SW Carman, MB",Province of Manitoba
1902,Wee R Special Inc. (Day Care),Centre,1267,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"126 Broadway Avenue (Ave) Deloraine, MB",Province of Manitoba
1903,Wee World Day Care Inc.,Centre,1113,62,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"600 3rd Street NE Portage La Prairie, MB",Province of Manitoba
1904,Family or Group Child Care Home *,Home,102014,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1906,West-End Day Care Centre Inc.,Centre,2097,70,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1825 Saskatchewan Avenue (Ave) W Portage La Prairie, MB",Province of Manitoba
1907,Winkler Day Care Centre Inc.,Centre,1080,53,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"851 Pembina Avenue (Ave) Winkler, MB",Province of Manitoba
1908,Winnipeg Beach Tiny Tots Inc.,Centre,2121,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Winnipeg Beach School 185 Churchill Road Winnipeg Beach, MB",Province of Manitoba
1909,Woodlands Child Care Inc,Centre,101495,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"centre, gym, mpr,library, classroom 91 Porteous Street Woodlands, MB",Province of Manitoba
1937,Balmoral Childcare Centre Inc.,Centre,101256,52,"Preschool, School Age",N,Y,Y,Day Care,"Balmoral United Church 236-6026E PVT 236 Highway E Balmoral, MB",Province of Manitoba
1962,Elizabeth Miller/Miranda Miller,Home,9817,12,"Preschool, School Age",N,Y,Y,Home,"118 Lockport Road Lockport , MB",Province of Manitoba
1963,Family or Group Child Care Home *,Home,101444,7,Preschool,N,Y,N,Home,None,Province of Manitoba
1970,Heyes Child Care Centre,Centre,101482,15,"Preschool, School Age",N,Y,Y,Day Care,"128 Second Avenue (Ave) W Swan River, MB",Province of Manitoba
1972,Family or Group Child Care Home *,Home,101861,7,"Preschool, School Age",N,Y,Y,Home,None,Province of Manitoba
1974,Interlake Co-op Nursery Inc.,Centre,102025,35,"Preschool, School Age",N,Y,Y,Day Care,"8461 # 9 Highway Clandeboye, MB",Province of Manitoba
1990,Family or Group Child Care Home *,Home,5121,8,"Preschool, School Age",N,Y,Y,Home,None,Province of Manitoba
2014,Family or Group Child Care Home *,Home,101203,8,Preschool,N,Y,N,Home,None,Province of Manitoba
2049,Family or Group Child Care Home *,Home,102127,5,Preschool,N,Y,N,Home,None,Province of Manitoba
2079,Childcare - Family Access Network Inc.,Centre/Nursery,9234,20,,N,N,N,Day Care,"Kindergarten/Nursery Room #6 Hwy #50 Alonsa, MB",Province of Manitoba
2080,Austin-Sidney Nursery School Inc.,Centre/Nursery,2199,20,,N,N,N,Day Care,"Austin Lion's Hall 52 1st Avenue (Ave) Austin, MB",Province of Manitoba
2081,Baldur Nursery School Inc.,Centre/Nursery,50787,20,,N,N,N,Day Care,"142 1st Street Baldur, MB",Province of Manitoba
2083,Binscarth Nursery School Inc.,Centre/Nursery,2032,10,,N,N,N,Day Care,"Nursery School Room 242 Russell Street Binscarth, MB",Province of Manitoba
2084,Birch River Nursery School Inc.,Centre/Nursery,100169,10,,N,N,N,Day Care,"210 Drury Avenue (Ave) Birch River, MB",Province of Manitoba
2085,Birnie Nursery School Inc.,Centre/Nursery,2113,20,,N,N,N,Day Care,"Community Centre 17 Government Allowance Road Birnie, MB",Province of Manitoba
2086,Blumenort Christian Preschool,Centre/Nursery,101021,50,,N,N,N,Day Care,"Rm B26,B70(71-76),B80(82,84,85,86,87,88) 59 Centre Avenue (Ave) Blumenort, MB",Province of Manitoba
2087,Boissevain Nursery School Inc.,Centre/Nursery,101580,20,,N,N,N,Day Care,"Boissevain School Rm.122 - 885 Mill Road Boissevain, MB",Province of Manitoba
2089,Small Endeavors Inc.,Centre/Nursery,100523,5,,N,N,N,Day Care,"Ste. Marie School 20 School Street Bruxelles, MB",Province of Manitoba
2090,Swan River Friendship Centre Inc.,Centre/Nursery,9243,16,,N,N,N,Day Care,"1413 Main Street Swan River, MB",Province of Manitoba
2091,Clearwater & District Nursery School Inc.,Centre/Nursery,2077,17,,N,N,N,Day Care,"Clearwater Harvest Moon Centre Clearwater, MB",Province of Manitoba
2092,Dauphin Mini Franglais Preschool Corporation,Centre/Nursery,2042,20,,N,N,N,Day Care,"Room 7 312 Sandy Street Dauphin, MB",Province of Manitoba
2094,Elkhorn Tiny Tots Inc.,Centre/Nursery,2294,20,,N,N,N,Day Care,"Elkhorn School 112 Tralee Street Elkhorn, MB",Province of Manitoba
2095,Erickson Kiddie Kollege Inc.,Centre/Nursery,2108,20,,N,N,N,Day Care,"29 Queen Elizabeth Road Erickson, MB",Province of Manitoba
2096,"Flin Flon and District Guidance Nursery, Inc.",Centre/Nursery,2232,37,School Age,N,N,Y,Day Care,"Ruth Betts Sch. 9 Terrace Avenue (Ave) Flin Flon, MB",Province of Manitoba
2097,Friendly Folk Nursery Co-op Inc.,Centre/Nursery,2325,20,,N,N,N,Day Care,"301 River Road Arborg, MB",Province of Manitoba
2098,Funshine Early Learning Centre Inc.,Centre/Nursery,100389,32,School Age,N,N,Y,Day Care,"Mary Montgomery School Room 1 - 445 Lyons Street Virden, MB",Province of Manitoba
2099,Grandview Nursery School Inc.,Centre/Nursery,2036,19,,N,N,N,Day Care,"Nursery Room 525 Main Street Grandview, MB",Province of Manitoba
2100,Grunthal Abundant Life Fellowship Inc.,Centre/Nursery,9819,20,,N,N,N,Day Care,"Grunthal Abundant Life Fellowship Church SE-21-5-5E Grunthal, MB",Province of Manitoba
2101,Happy Time Nursery Co-op Inc.,Centre/Nursery,2069,20,,N,N,N,Day Care,"Beausejour Early Years School 900 James Avenue (Ave) Beausejour, MB",Province of Manitoba
2102,Hartney Enrichment Programs Inc.,Centre/Nursery,101747,15,,N,N,N,Day Care,"Hartney Civic Centre 209 Airdrie Street Hartney, MB",Province of Manitoba
2103,Interlake Co-op Nursery Inc,Centre/Nursery,2120,30,,N,N,N,Day Care,"Dunhartwood Hall Petersfield, MB",Province of Manitoba
2105,La Salle Nursery School Inc.,Centre/Nursery,2048,20,,N,N,N,Day Care,"La Salle School RM 107 43 Beaudry Street La Salle, MB",Province of Manitoba
2106,Landmark Preschool Inc.,Centre/Nursery,2338,20,,N,N,N,Day Care,"Prairie Rose Evangelical Church gym 27093 MB ProvHwy 210 Landmark, MB",Province of Manitoba
2107,Lil' Eagles Nursery School Inc.,Centre/Nursery,100955,15,,N,N,N,Day Care,"15 Collegiate Drive Ethelbert, MB",Province of Manitoba
2108,Little Steps Creative Centre Incorporated,Centre/Nursery,7259,15,,N,N,N,Day Care,"Ecole Ile des Chenes School gym 455 D'auteuil Drive Ile Des Chenes, MB",Province of Manitoba
2109,Dauphin Friendship Centre Incorporated,Centre/Nursery,7076,20,,N,N,N,Day Care,"210 1st Avenue (Ave) NE Dauphin, MB",Province of Manitoba
2110,Little Wings Preschool Co-Op. Inc.,Centre/Nursery,2252,20,,N,N,N,Day Care,"Room 22 École Powerview School 23 Vincent Avenue (Ave) Pine Falls, MB",Province of Manitoba
2111,MacGregor Day Nursery School Inc.,Centre/Nursery,2102,16,,N,N,N,Day Care,"EMC Church 62 Government Road Macgregor, MB",Province of Manitoba
2112,Melita Nursery Cooperative Inc.,Centre/Nursery,2184,16,,N,N,N,Day Care,"Room 15 125 North Street Melita, MB",Province of Manitoba
2113,Miami Children's Facility Inc.,Centre/Nursery,100768,40,School Age,N,N,Y,Day Care,"Miami School-Kind/multi purp/canteen/gym 125 Scott Street Miami, MB",Province of Manitoba
2114,Neepawa Co-operative Play Centre Inc.,Centre/Nursery,2082,18,,N,N,N,Day Care,"284 Davidson Street Neepawa, MB",Province of Manitoba
2115,Niverville Cooperative Playgroup Incorporated,Centre/Nursery,2051,17,,N,N,N,Day Care,"181 Main Street Niverville, MB",Province of Manitoba
2116,Pierson Preschool Inc.,Centre/Nursery,100515,15,,N,N,N,Day Care,"Pierson School #1 School Road Pierson, MB",Province of Manitoba
2117,Play and Learn Day Nursery Inc.,Centre/Nursery,2119,26,,N,N,N,Day Care,"Lockport Jr. High School Lockport, MB",Province of Manitoba
2118,Playtime Nursery Inc.,Centre/Nursery,2122,20,,N,N,N,Day Care,"Whitemouth School #1 - 55 Second Street Whitemouth, MB",Province of Manitoba
2119,Childcare Family Access Network Inc.,Centre/Nursery,2341,20,,N,N,N,Day Care,"Plumas United Church - Annex 204 Anderson Street E Plumas, MB",Province of Manitoba
2120,Portage Ukrainian Nursery School Inc.,Centre/Nursery,2090,25,,N,N,N,Day Care,"Trinity United Church 15 Tupper Street S Portage La Prairie, MB",Province of Manitoba
2121,Rapid City Nursery School Inc.,Centre/Nursery,2085,20,,N,N,N,Day Care,"425 3rd Avenue (Ave) Rapid City, MB",Province of Manitoba
2122,Reston Nursery School Coop Inc.,Centre/Nursery,2287,18,,N,N,N,Day Care,"Room 7 - 143 3rd Street Reston, MB",Province of Manitoba
2123,Rivers Kids Club Inc.,Centre/Nursery,2105,20,,N,N,N,Day Care,"Rivers United Church 347 Main Street Rivers, MB",Province of Manitoba
