,name,source_facility_type,licence_status,street_number,street_name,city,province,postal_code,provider
5204,The Creative Child Care Learning Centre St. Bernard,Child Care Centre,Inactive,320,Richmond Street,Amherstburg,ON,N9V 1H4,Province of Ontario
5205,The Creative Child Care Learning Centre Stella Marias,Child Care Centre,Inactive,140,Girard Street,Amherstburg,ON,N9V 3R1,Province of Ontario
5206,The Creative Child Learning Centre 0/A 1722807,Child Care Centre,Inactive,260,Murray Street,Amherstburg,ON,N9V 3R1,Province of Ontario
5207,The Creative Preschool of East Toronto,Child Care Centre,Active,16,Phin Avenue,Toronto,ON,M4J 3T2,Province of Ontario
5208,DELTA CHI - CORONATION CAMPUS,Child Care Centre,Active,5400,Coronation Avenue,Windsor,ON,N8T 1B1,Province of Ontario
5209,DELTA CHI BETA - ST. ANNE CAMPUS,Child Care Centre,Active,1140,Monmouth Road,Windsor,ON,N8Y 3K9,Province of Ontario
5210,DELTA CHI BETA HETHERINGTON CAMPUS,Child Care Centre,Active,8800,Menard Street,Windsor,ON,N8S 1W4,Province of Ontario
5211,DELTA CHI QUEEN VICTORIA CAMPUS,Child Care Centre,Active,1376,Victoria Avenue,Windsor,ON,N8X 1P1,Province of Ontario
5212,Delta Chi Desmarais Campus,Child Care Centre,Active,10715,Eastcourt Drive,Windsor,ON,N8R 1E9,Province of Ontario
5213,Delta Chi South Campus,Child Care Centre,Active,3600,Curry Avenue,Windsor,ON,N9E 2T6,Province of Ontario
5214,Delta Chi West Campus,Child Care Centre,Active,1585,Wyandotte Street,Windsor,ON,N9B 1H6,Province of Ontario
5215,Delta Chi Westgate Campus,Child Care Centre,Active,1257,Campbell Avenue,Windsor,ON,N9B 3M7,Province of Ontario
5216,The Delta Chi Beta Early Childhood Centre (Windsor) Inc.,Child Care Centre,Active,1385,Ouelette Avenue,Windsor,ON,N8X 1J6,Province of Ontario
5217,THE DISCOVERY MONTESSORI INC. - NINTH LINE CAMPUS,Child Care Centre,Active,6553,Ninth Line,Mississauga,ON,L5N 7B9,Province of Ontario
5218,Muskoka Home Child Care Agency,Home Child Care Agency,Active,169,Pine Street,Bracebridge,ON,P1L 1N3,Province of Ontario
5219,The Early Childhood Academy Corp.,Child Care Centre,Active,20,Simona Drive,Bolton,ON,L7E 4K1,Province of Ontario
5220,The Early Years,Child Care Centre,Active,11130,Yonge Street,Richmond Hill,ON,L4S 1H9,Province of Ontario
5221,The Early Years Daycare Centre,Child Care Centre,Active,11130,Yonge Street,Richmond Hill,ON,L4S 1H9,Province of Ontario
5222,ARBOUR GLEN DAY NURSERY,Child Care Centre,Active,1017,Adelaide Street,London,ON,N5Y 2M8,Province of Ontario
5223,The Elephant Room,Child Care Centre,Active,901,Harwood Avenue,Ajax,ON,L1Z 0T4,Province of Ontario
5224,The Family Place - Milton,Child Care Centre,Active,1120,Main Street,Milton,ON,L9T 6H9,Province of Ontario
5225,The Family Place - Oakville,Child Care Centre,Active,1641,Heritage Way,Oakville,ON,L6M 2Z4,Province of Ontario
5226,The Fonthill Baptist Church Nursery School,Child Care Centre,Inactive,1,Church Hill Street,Fonthill,ON,L0S 1E0,Province of Ontario
5227,Grapeview Day Care Centre,Child Care Centre,Active,41,Grapeview Drive,St. Catharines,ON,L2S 0A8,Province of Ontario
5228,The French Connection at John Fisher Inc.,Child Care Centre,Active,40,Erskine Avenue,Toronto,ON,M4P 1Y2,Province of Ontario
5229,The Giles School,Child Care Centre,Active,80,Scarsdale Road,Toronto,ON,M3B 2R7,Province of Ontario
5230,Kinder Quest-4-Fun Afterschool Program for JK - SK,Child Care Centre,Active,175,Third Avenue,Ottawa,ON,K1S 2K2,Province of Ontario
5231,Waterview Child Care Centre,Child Care Centre,Active,1200,Phillip Murray Avenue,Oshawa,ON,L1J 6Z8,Province of Ontario
5232,Waterview Child Care Centre,Child Care Centre,Active,1324,Oxford,Oshawa,ON,L1J 3W6,Province of Ontario
5233,Agincourt Temple Day Care (Governing Council of the Salvation Army),Child Care Centre,Active,3080,Birchmount Road,Toronto,ON,M1W 3K3,Province of Ontario
5234,Kid-Z-Own (operator: The Salvation Army),Child Care Centre,Active,107,Cedarvale Avenue,Toronto,ON,M4C 4J9,Province of Ontario
5235,Scarborough Citadel Child Care,Child Care Centre,Active,2021,Lawrence Avenue,Toronto,ON,M1R 2Z2,Province of Ontario
5236,Salvation Army Erin Mills Day Care Centre,Child Care Centre,Active,2460,The Collegeway,Mississauga,ON,L5L 1V3,Province of Ontario
5237,Salvation Army Mississauga Temple Day Care,Child Care Centre,Active,3173,Cawthra Road,Mississauga,ON,L5A 2X4,Province of Ontario
5238,Salvation Army Noah's Ark Day Care,Child Care Centre,Active,9395,Bramalea Road,Brampton,ON,L6S 4B7,Province of Ontario
5239,THE SALVATION ARMY VILLAGE CHILD CARE CENTRE,Child Care Centre,Active,1340,Dundas Street,London,ON,N5W 3B6,Province of Ontario
5240,The Governing Council of The Salvation Army in Canada - The Learning Corner,Child Care Centre,Active,3199,Lauzon Road,Windsor,ON,N8T 2Z7,Province of Ontario
5241,The Halton Waldorf School,Child Care Centre,Active,2193,Orchard Road,Burlington,ON,L7L 7J8,Province of Ontario
5242,Buds and Blossoms,Child Care Centre,Active,517,Parliament Street,Toronto,ON,M4X 1P3,Province of Ontario
5243,Helene Comay Nursery School (601 Christie Street),Child Care Centre,Active,601,Christie Street,Toronto,ON,M6G 4C7,Province of Ontario
5244,Bloomfield Preschool/Pinecrest School Age Program,Child Care Centre,Inactive,27,Corey Street,Bloomfield,ON,K0K 1G0,Province of Ontario
5245,Kente Preschool and School Age Program,Child Care Centre,Inactive,264,County Road 19,Ameliasburg,ON,K0K 1A0,Province of Ontario
5246,Sophiasburg Preschool and School Age Program,Child Care Centre,Inactive,406,County Road 15,Sophiasburg,ON,K0K 1W0,Province of Ontario
5247,The HUB - St. Gregory School Age Program,Child Care Centre,Active,7,Owen,Picton,ON,K0K 2T0,Province of Ontario
5248,The HUB CML Snider Preschool and School Age Program,Child Care Centre,Active,240,Main Street,Wellington,ON,K0K 3L0,Province of Ontario
5249,The HUB Child Care Centre Program Picton,Child Care Centre,Active,10,McFarland Court,Picton,ON,K0K 2T0,Province of Ontario
5250,The HUB Kente School Program,Child Care Centre,Active,264,County Road 19,Ameliasburgh,ON,K0K 1A0,Province of Ontario
5251,The HUB Massassauga Rednersville School Program,Child Care Centre,Active,1115,County Road 3,Belleville,ON,K8N 4Z1,Province of Ontario
5252,The HUB Preschool and School Age Program Queen Elizabeth School Site,Child Care Centre,Inactive,35,Barker Street,Picton,ON,K0K 2T0,Province of Ontario
5253,The HUB-PECI School Age Program,Child Care Centre,Active,41,Barker Street,Picton,ON,K0K 2T0,Province of Ontario
5254,Prince Edward Child Care Services Home Child Care,Home Child Care Agency,Active,10,McFarland Court,Picton,ON,K0K 2T0,Province of Ontario
5255,Immanuel Day Care Centre,Child Care Centre,Active,21,Channel Nine Court,Toronto,ON,M1S 4B5,Province of Ontario
5256,The Joe Dwek Ohr HaEmet- Early Years,Child Care Centre,Active,7026,Bathurst Street,Thornhill,ON,L4J 8K3,Province of Ontario
5257,The John Wanless Child Care Program,Child Care Centre,Active,245,Fairlawn Avenue,Toronto,ON,M5M 1T2,Province of Ontario
5258,The K-W Montessori School,Child Care Centre,Inactive,194,Allen Street,Waterloo,ON,N2J 1K1,Province of Ontario
5259,The K-W Montessori School - Bridgeport Campus,Child Care Centre,Active,527,Bridgeport Road,Kitchener,ON,N2K 1N6,Province of Ontario
5260,The Laurel School,Child Care Centre,Active,44,Upjohn Road,Toronto,ON,M3B 2W1,Province of Ontario
5261,THE LEARNING CIRCLE PRESCHOOL,Child Care Centre,Inactive,4475,Petrolia Line,Petrolia,ON,N0N 1R0,Province of Ontario
5262,Clairlea Child Care Centre,Child Care Centre,Active,25,Rosalind Cres. Cul-de-sac,Scarborough,ON,M1L 2X1,Province of Ontario
5263,LEF - George Syme Day Care Centre,Child Care Centre,Inactive,69,Pritchard Avenue,Toronto,ON,M6N 1T6,Province of Ontario
5264,LEF - Hughes Child Care Centre,Child Care Centre,Inactive,177,Caledonia Road,Toronto,ON,M6E 4S8,Province of Ontario
5265,LEF - Westmount Before and After School Program,Child Care Centre,Inactive,95,Chapman Road,Toronto,ON,M9P 1E9,Province of Ontario
5266,Presteign Heights Child Care Centre,Child Care Centre,Active,2570,St. Clair Avenue,NorthYork,ON,M4B 1M3,Province of Ontario
5267,Claireville Child Care Centre,Child Care Centre,Inactive,350,Silverstone Drive,Toronto,ON,M9V 3J4,Province of Ontario
5268,LEF - St. Andrew Child Care Centre,Child Care Centre,Active,2533,Kipling Avenue,Toronto,ON,M9V 3A8,Province of Ontario
5269,LEF - St. Dorothy Child Care Centre,Child Care Centre,Active,155,John Garland Boulevard,Toronto,ON,M9V 1N7,Province of Ontario
5270,LEF - St. Roch Child Care Centre,Child Care Centre,Active,174,Duncanwoods Drive,Toronto,ON,M9L 2E3,Province of Ontario
5271,St. Jude Early Learning Centre,Child Care Centre,Active,3251,Weston Road,Toronto,ON,M9M 2T9,Province of Ontario
5272,St. Marcellus Early Learning Centre,Child Care Centre,Active,15,Denfield Street,Etobicoke,ON,M9R 3H2,Province of Ontario
5273,St. Stephen Child Care Centre,Child Care Centre,Active,55,Golfdown Drive,Toronto,ON,M9W 2H8,Province of Ontario
5274,Summit Heights Child Care Centre,Child Care Centre,Active,139,Armour Boulevard,Toronto.,ON,M3H 1M1,Province of Ontario
5275,Carleton Village Early Learning Centre,Child Care Centre,Active,315,Osler Street,Toronto,ON,M6N 2Z4,Province of Ontario
5276,General Mercer Early Learning Centre,Child Care Centre,Active,30,Turnberry Avenue,Toronto,ON,M6N 1P8,Province of Ontario
5277,Holy Rosary Child Care Centre,Child Care Centre,Active,308,Tweedsmuir Avenue,Toronto.,ON,M5P 2Y1,Province of Ontario
5278,LEF - Cedarvale Before and After School Program (Licence # 779),Child Care Centre,Active,145,Ava Road,Toronto,ON,M6C 1W4,Province of Ontario
5279,LEF - Donald C. MacDonald Child Care Centre,Child Care Centre,Active,116,Industry Street,Toronto,ON,M6M 4L8,Province of Ontario
5280,LEF - Fairbank Memorial Day Care Centre,Child Care Centre,Active,555,Harvie Avenue,Toronto,ON,M6E 4M2,Province of Ontario
5281,LEF - George Harvey Child Care Centre,Child Care Centre,Active,1700,Keele Street,Toronto,ON,M6M 3W5,Province of Ontario
5282,LEF - H.J. Alexander Before & After School Care Program,Child Care Centre,Active,30,King Street Crescent,Toronto,ON,M9N 1K9,Province of Ontario
5283,LEF - Humewood Day Care Centre,Child Care Centre,Active,15,Cherrywood Avenue,Toronto,ON,M6C 2X4,Province of Ontario
5284,LEF - Immaculate Conception Child Care Centre,Child Care Centre,Active,23,Comay Road,Toronto,ON,M6M 2K9,Province of Ontario
5285,LEF - J. R. Wilcox Day Care Centre,Child Care Centre,Active,231,Ava Road,Toronto,ON,M6C 1X3,Province of Ontario
5286,LEF - Josyf Cardinal Slipyj Before and After School Care,Child Care Centre,Inactive,35,West Deane Park Drive,Toronto,ON,M9B 2R5,Province of Ontario
5287,LEF - King George Before and After School Care Program (Licence #773),Child Care Centre,Active,25,Rexford Road,Toronto,ON,M6S 2M2,Province of Ontario
5288,LEF - Lambton Park Before & After School Program (Licence #762 ),Child Care Centre,Active,50,Bernice Crescent,Toronto,ON,M6N 1W9,Province of Ontario
5289,LEF - Perth Avenue Early Learning Centre,Child Care Centre,Active,14,Ruskin Avenue,Toronto,ON,M6P 3P8,Province of Ontario
5290,LEF - Portage Trail Before and After School Care Program (Licence #0000778),Child Care Centre,Active,100,Sidney Belsey Crescent,Toronto,ON,M6M 5H6,Province of Ontario
5291,LEF - Rawlinson Before and After School Care Program (Licence #786),Child Care Centre,Active,231,Glenholme Avenue,Toronto,ON,M6E 3C7,Province of Ontario
5292,LEF - Romero Bears Child Care Centre,Child Care Centre,Active,99,Humber Boulevard,Toronto,ON,M6N 2H4,Province of Ontario
5293,LEF - Roseland Day Care,Child Care Centre,Active,990,Jane Street,Toronto,ON,M6N 4E2,Province of Ontario
5294,LEF - Silverthorn Day Care,Child Care Centre,Active,2700,Eglinton Avenue,Toronto,ON,M6M 1V5,Province of Ontario
5295,LEF - Vaughan Road Infant and Toddler Centre,Child Care Centre,Active,529,Vaughan Road,Toronto,ON,M6C 2R1,Province of Ontario
5296,LEF - Weston Memorial Before and After School Care Program,Child Care Centre,Active,200,John Street,Toronto,ON,M9N 1K2,Province of Ontario
5297,LEF - York Humber Child Care Centre,Child Care Centre,Active,100,Emmett Avenue,Toronto,ON,M6M 2E6,Province of Ontario
5298,St. Fidelis Early Learning Centre,Child Care Centre,Active,9,Bannerman Street,Toronto,ON,M6L 2S5,Province of Ontario
5299,Lindsay Weld Centre For Children - Kids Crew Before/After School Age,Child Care Centre,Active,900,Bloem Street,North Bay,ON,P1B 4Z8,Province of Ontario
5300,Lindsay Weld Kids Corner,Child Care Centre,Inactive,414,Second Avenue,North Bay,ON,P1B 3L2,Province of Ontario
5301,The Lindsay Weld Centre for Children,Child Care Centre,Active,200,First Avenue,North Bay,ON,P1B 9M3,Province of Ontario
5302,The Lindsay Weld Centre for Children - Kids Club School Age Program,Child Care Centre,Active,225,Milani Road,North Bay,ON,P1B 7P4,Province of Ontario
5303,The Lindsay Weld Centre for Children - Kids Connection,Child Care Centre,Active,850,Lorne Avenue,North Bay,ON,P1B 8M2,Province of Ontario
5304,The Lindsay Weld Centre for Children Kids Campus,Child Care Centre,Active,602,Lake Heights Road,North Bay,ON,P1A 2Z8,Province of Ontario
5305,The Lindsay Weld Centre forChildren: Kids Combination,Child Care Centre,Inactive,590,First Avenue,North Bay,ON,P1B 1K6,Province of Ontario
5306,The Little Green Schoolhouse Inc.,Child Care Centre,Inactive,805,North Service Road,Mississauga,ON,L4Y 1A2,Province of Ontario
5307,The Little People's Academy,Child Care Centre,Inactive,8855,Woodbine Ave,Markham,ON,L3R 5G1,Province of Ontario
5308,The Little School Daycare - Orleans,Child Care Centre,Active,850,Taylor Creek Boulevard,Orléans,ON,K1C 1T1,Province of Ontario
5309,KIDS' ARK DAY NURSERY,Child Care Centre,Inactive,402,Commissioners Road,London,ON,N6J 1Y3,Province of Ontario
5310,Macaulay Child Development Centre - J.R. Wilcox Before and After School for Kind,Child Care Centre,Inactive,231,Ava Road,Toronto,ON,M6C 1X3,Province of Ontario
5311,MCDC/St. Andre,Child Care Centre,Active,36,Yvonne Avenue,Toronto,ON,M3L 1C9,Province of Ontario
5312,Macaulay Child Development Centre (The) (850 Humberwood Blvd),Child Care Centre,Active,850,Humberwood Boulevard,Toronto,ON,M9W 7A6,Province of Ontario
5313,St. John Evangelist/Macaulay Child Development Centre,Child Care Centre,Inactive,20,Beverly Hills Drive,Toronto,ON,M3L 1A1,Province of Ontario
5314,MCDC/St. John,Child Care Centre,Active,23,George Street,Toronto,ON,M9N 2B4,Province of Ontario
5315,Macaulay Child Development Centre (The) (48 Regent Street),Child Care Centre,Active,48,Regent Street,Toronto,ON,M6N 3N9,Province of Ontario
5316,Macaulay Child Development Centre (The) (Dovercourt),Child Care Centre,Active,228,Bartlett Avenue,Toronto,ON,M6H 3G4,Province of Ontario
5317,Macaulay Child Development Centre (The) (Jane Street Child Care Centre),Child Care Centre,Active,610,Jane Street,Toronto,ON,M6S 4A6,Province of Ontario
5318,Macaulay Child Development Centre (The) (Keelesdale),Child Care Centre,Active,200,Bicknell Avenue,Toronto,ON,M6M 4G9,Province of Ontario
5319,Macaulay Child Development Centre (The) (Warren Park),Child Care Centre,Active,135,Varsity Road,Toronto,ON,M6S 4P4,Province of Ontario
5320,Macaulay Child Development Centre/F.H. Miller,Child Care Centre,Active,300,Caledonia Road,Toronto,ON,M6E 4T5,Province of Ontario
5321,Macaulay Child Development Centre (The) (PHDC),Home Child Care Agency,Active,2010,Eglinton Avenue,Toronto,ON,M6E 2K3,Province of Ontario
5322,The Magic Kingdom Learning Centre,Child Care Centre,Active,179,Church Street,Newmarket,ON,L3Y 4C1,Province of Ontario
5323,The Maples Academy Daycare,Child Care Centre,Active,513047,2nd Line,Amaranth,ON,L9W 0S3,Province of Ontario
5324,The McLoughlin Schools Inc. (Pre-School),Child Care Centre,Active,80,Roxborough Street,Toronto,ON,M5R 1T8,Province of Ontario
5325,The Mississauga Children Montessori School 2,Child Care Centre,Inactive,7755,Tenth Line W Line,Mississauga,ON,L5N 0C4,Province of Ontario
5326,The Mississauga Children Montessori Schools Inc.,Child Care Centre,Active,2980,Crosscurrent Drive,Mississauga,ON,L5N 6K4,Province of Ontario
5327,The Monkey Barrel Ind,Child Care Centre,Active,260,Goderich Street,Port Elgin,ON,N0H 2C1,Province of Ontario
5328,The Monkey Barrel Indoor Play Inc,Child Care Centre,Active,61,Victoria Street,Southampton,ON,N0H 2L0,Province of Ontario
5329,Montessori School of Cambridge - Roseview,Child Care Centre,Active,9,Roseview Avenue,Cambridge,ON,N1R 4A5,Province of Ontario
5330,The Munchkin Manor Daycare & Early Learning Centre,Child Care Centre,Active,1087,Lillian Street,Toronto,ON,M2M 3G1,Province of Ontario
5331,Friends of NOSH,Child Care Centre,Active,151,Cloverleaf Drive,Belleville,ON,K8N 4Z5,Province of Ontario
5332,The New Old School House Day Care,Child Care Centre,Active,339,Vermilyea Road,Belleville,ON,K8N 4Z5,Province of Ontario
5333,Cradle 2 Kinder,Child Care Centre,Active,635,Fourth Line,Oakville,ON,L6L 5W4,Province of Ontario
5334,The Educational Rec Centre Infant II,Child Care Centre,Inactive,635,Fourth Line,Oakville,ON,L6L 5W4,Province of Ontario
5335,The Educational Rec Centre Infant Program,Child Care Centre,Inactive,635,Fourth Line,Oakville,ON,L6L 5W4,Province of Ontario
5336,The Olive Daycare Center Inc,Child Care Centre,Active,5471,Highway 6 N,Guelph,ON,N1H 6J2,Province of Ontario
5337,The One Tot Stop Day Care,Child Care Centre,Active,164,Mead Boulevard,Espanola,ON,P5E 1S5,Province of Ontario
5338,The One Tot Stop Day Care - A.B. Ellis Site,Child Care Centre,Inactive,128,Park Street,Espanola,ON,P5E 1S7,Province of Ontario
5339,The One Tot Stop Day Care - St. Mary Site,Child Care Centre,Active,290,Algoma Street,Massey,ON,P0P 1P0,Province of Ontario
5340,The One Tot Stop Day Care Inc.,Child Care Centre,Active,355,Government Road,Massey,ON,P0P 1P0,Province of Ontario
5341,The Orchard Children's Centre,Child Care Centre,Active,C6-3550,Dundas Street,Burlington,ON,L7M 4B8,Province of Ontario
5342,Phoenix Montessori School Inc.,Child Care Centre,Inactive,19,Glen Agar Drive,Toronto,ON,M9B 5L5,Province of Ontario
5343,THE PHOENIX MONTESSORI SCHOOL INC.,Child Care Centre,Inactive,170,Evans Avenue,Toronto,ON,M8Z 1J7,Province of Ontario
5344,THE PHOENIX MONTESSORI SCHOOL INC.,Child Care Centre,Active,2,Station Road,Toronto,ON,M8V 2P9,Province of Ontario
5345,Kids & Company - Barrhaven,Child Care Centre,Active,3350,Fallowfield Road,Nepean,ON,K2J 5L1,Province of Ontario
